Group,Code,Name,Year,Antigen,Antigen_description,Coverage_category,Coverage_category_description,Target_number,Dodge,Coverage
Countries,MEX,Mexico,2017,MCV2,Measles 2nd Dose,ADMINISTRATIVE,Administrative reports from health facilities,13261982.0,10425596,78.61
Countries,MEX,Mexico,2017,DTP1,Diphtheria-Tetanus-Pertussis 1st Dose,ADMINISTRATIVE,Administrative reports from health facilities,13437846.0,12166049,90.54
Countries,MEX,Mexico,2017,DTP3,Diphtheria-Tetanus-Pertussis 3rd Dose,ADMINISTRATIVE,Administrative reports from health facilities,13351697.0,10095874,75.61
Countries,MEX,Mexico,2017,BCG,Bacillus Calmette-Guérin (Tuberculosis),ADMINISTRATIVE,Administrative reports from health facilities,13565826.0,12503518,92.17
Countries,MEX,Mexico,2017,HEPB3,Hepatitis B 3rd Dose,ADMINISTRATIVE,Administrative reports from health facilities,13249446.0,10650387,80.38
Countries,MEX,Mexico,2017,POL3,Polio 3rd Dose,ADMINISTRATIVE,Administrative reports from health facilities,13258593.0,12129917,91.49
Countries,MEX,Mexico,2017,ROTA,Rotavirus Last Dose,ADMINISTRATIVE,Administrative reports from health facilities,,11025433,81.12
Countries,MEX,Mexico,2017,IPV1,Inactivated Polio 1st Dose,ADMINISTRATIVE,Administrative reports from health facilities,12938576.0,10807198,83.53
Countries,MEX,Mexico,2017,HPV,Human Papillomavirus Last Dose,ADMINISTRATIVE,Administrative reports from health facilities,13151369.0,10505355,79.88
Countries,MEX,Mexico,2018,MCV1,Measles 1st Dose,OFFICIAL,Official WHO/UNICEF estimate,13574125.0,11478188,84.56
Countries,MEX,Mexico,2018,MCV2,Measles 2nd Dose,OFFICIAL,Official WHO/UNICEF estimate,13263986.0,9758218,73.57
Countries,MEX,Mexico,2018,DTP1,Diphtheria-Tetanus-Pertussis 1st Dose,OFFICIAL,Official WHO/UNICEF estimate,13551399.0,12428924,91.72
Countries,MEX,Mexico,2018,DTP3,Diphtheria-Tetanus-Pertussis 3rd Dose,OFFICIAL,Official WHO/UNICEF estimate,13400923.0,10448448,77.97
Countries,MEX,Mexico,2018,BCG,Bacillus Calmette-Guérin (Tuberculosis),OFFICIAL,Official WHO/UNICEF estimate,13695093.0,12903499,94.22
Countries,MEX,Mexico,2018,HEPB3,Hepatitis B 3rd Dose,OFFICIAL,Official WHO/UNICEF estimate,13109370.0,11481428,87.58
Countries,MEX,Mexico,2018,POL3,Polio 3rd Dose,OFFICIAL,Official WHO/UNICEF estimate,13793593.0,12096420,87.7
Countries,MEX,Mexico,2018,ROTA,Rotavirus Last Dose,OFFICIAL,Official WHO/UNICEF estimate,13227121.0,11005410,83.2
Countries,MEX,Mexico,2018,IPV1,Inactivated Polio 1st Dose,OFFICIAL,Official WHO/UNICEF estimate,13307442.0,10415730,78.3%
Countries,MEX,Mexico,2018,HPV,Human Papillomavirus Last Dose,OFFICIAL,Official WHO/UNICEF estimate,13516290.0,10368795,76.71
Countries,MEX,Mexico,2019,MCV1,Measles 1st Dose,ADMINISTRATIVE,Administrative reports from health facilities,13316031.0,11692423,87.81
Countries,MEX,Mexico,2019,MCV2,Measles 2nd Dose,ADMINISTRATIVE,Administrative reports from health facilities,13889560.0,11758108,84.65
Countries,MEX,Mexico,2019,DTP1,Diphtheria-Tetanus-Pertussis 1st Dose,ADMINISTRATIVE,Administrative reports from health facilities,13793383.0,13069992,94.76
Countries,MEX,Mexico,2019,DTP3,Diphtheria-Tetanus-Pertussis 3rd Dose,ADMINISTRATIVE,Administrative reports from health facilities,13875536.0,10651075,76.76
Countries,MEX,Mexico,2019,BCG,Bacillus Calmette-Guérin (Tuberculosis),ADMINISTRATIVE,Administrative reports from health facilities,13348327.0,12047349,90.25
Countries,MEX,Mexico,2019,HEPB3,Hepatitis B 3rd Dose,ADMINISTRATIVE,Administrative reports from health facilities,13515360.0,11029919,81.61
Countries,MEX,Mexico,2019,POL3,Polio 3rd Dose,ADMINISTRATIVE,Administrative reports from health facilities,13701670.0,11313933,82.57
Countries,MEX,Mexico,2019,ROTA,Rotavirus Last Dose,ADMINISTRATIVE,Administrative reports from health facilities,13786998.0,10609875,76.96
Countries,MEX,Mexico,2019,IPV1,Inactivated Polio 1st Dose,ADMINISTRATIVE,Administrative reports from health facilities,13422675.0,11333151,84.43
Countries,MEX,Mexico,2019,HPV,Human Papillomavirus Last Dose,ADMINISTRATIVE,Administrative reports from health facilities,13541403.0,10307531,76.12
Countries,MEX,Mexico,2020,MCV1,Measles 1st Dose,OFFICIAL,Official WHO/UNICEF estimate,14058384.0,12439848,88.49
Countries,MEX,Mexico,2020,MCV2,Measles 2nd Dose,OFFICIAL,Official WHO/UNICEF estimate,14012802.0,10155491,72.47
Countries,MEX,Mexico,2020,DTP1,Diphtheria-Tetanus-Pertussis 1st Dose,OFFICIAL,Official WHO/UNICEF estimate,13845290.0,12049923,87.03
Countries,MEX,Mexico,2020,DTP3,Diphtheria-Tetanus-Pertussis 3rd Dose,OFFICIAL,Official WHO/UNICEF estimate,13842922.0,9841530,71.09
Countries,MEX,Mexico,2020,BCG,Bacillus Calmette-Guérin (Tuberculosis),OFFICIAL,Official WHO/UNICEF estimate,13788951.0,11799295,85.57
Countries,MEX,Mexico,2020,HEPB3,Hepatitis B 3rd Dose,OFFICIAL,Official WHO/UNICEF estimate,13446845.0,11075109,82.36
Countries,MEX,Mexico,2020,POL3,Polio 3rd Dose,OFFICIAL,Official WHO/UNICEF estimate,13911674.0,11561615,83.11
Countries,MEX,Mexico,2020,ROTA,Rotavirus Last Dose,OFFICIAL,Official WHO/UNICEF estimate,13716882.0,9951682,72.55
Countries,MEX,Mexico,2020,IPV1,Inactivated Polio 1st Dose,OFFICIAL,Official WHO/UNICEF estimate,13694806.0,10278565,75.05
Countries,MEX,Mexico,2020,HPV,Human Papillomavirus Last Dose,OFFICIAL,Official WHO/UNICEF estimate,13430440.0,10161072,75.66
Countries,MEX,Mexico,2021,MCV1,Measles 1st Dose,ADMINISTRATIVE,Administrative reports from health facilities,,11554571,84.62
Countries,MEX,Mexico,2021,MCV2,Measles 2nd Dose,ADMINISTRATIVE,Administrative reports from health facilities,13950011.0,9910503,71.04
Countries,MEX,Mexico,2021,DTP1,Diphtheria-Tetanus-Pertussis 1st Dose,ADMINISTRATIVE,Administrative reports from health facilities,13969521.0,11122712,79.62
Countries,MEX,Mexico,2021,DTP3,Diphtheria-Tetanus-Pertussis 3rd Dose,ADMINISTRATIVE,Administrative reports from health facilities,14146382.0,11053543,78.1%
Countries,MEX,Mexico,2021,BCG,Bacillus Calmette-Guérin (Tuberculosis),ADMINISTRATIVE,Administrative reports from health facilities,,11757173,85.66
Countries,MEX,Mexico,2021,HEPB3,Hepatitis B 3rd Dose,ADMINISTRATIVE,Administrative reports from health facilities,13869722.0,11939064,86.08
Countries,MEX,Mexico,2021,POL3,Polio 3rd Dose,ADMINISTRATIVE,Administrative reports from health facilities,13820349.0,12211780,88.36
Countries,MEX,Mexico,2021,ROTA,Rotavirus Last Dose,ADMINISTRATIVE,Administrative reports from health facilities,13616637.0,10748530,78.94
Countries,MEX,Mexico,2021,IPV1,Inactivated Polio 1st Dose,ADMINISTRATIVE,Administrative reports from health facilities,13913661.0,11601952,83.39
Countries,MEX,Mexico,2021,HPV,Human Papillomavirus Last Dose,ADMINISTRATIVE,Administrative reports from health facilities,14279245.0,10359760,72.55
Countries,MEX,Mexico,2022,MCV1,Measles 1st Dose,OFFICIAL,Official WHO/UNICEF estimate,14284957.0,13507208,94.56
Countries,MEX,Mexico,2022,MCV2,Measles 2nd Dose,OFFICIAL,Official WHO/UNICEF estimate,14121696.0,11457679,81.14
Countries,MEX,Mexico,2022,DTP1,Diphtheria-Tetanus-Pertussis 1st Dose,OFFICIAL,Official WHO/UNICEF estimate,13380526.0,11977697,89.52
Countries,MEX,Mexico,2022,DTP3,Diphtheria-Tetanus-Pertussis 3rd Dose,OFFICIAL,Official WHO/UNICEF estimate,14008343.0,11346302,81.0
Countries,MEX,Mexico,2022,BCG,Bacillus Calmette-Guérin (Tuberculosis),OFFICIAL,Official WHO/UNICEF estimate,14166712.0,13263659,93.63
Countries,MEX,Mexico,2022,HEPB3,Hepatitis B 3rd Dose,OFFICIAL,Official WHO/UNICEF estimate,13540099.0,11273658,83.26
Countries,MEX,Mexico,2022,POL3,Polio 3rd Dose,OFFICIAL,Official WHO/UNICEF estimate,13990443.0,11302976,80.79
Countries,MEX,Mexico,2022,ROTA,Rotavirus Last Dose,OFFICIAL,Official WHO/UNICEF estimate,13734128.0,12867124,93.69
Countries,MEX,Mexico,2022,IPV1,Inactivated Polio 1st Dose,OFFICIAL,Official WHO/UNICEF estimate,13999178.0,11769544,84.07
Countries,MEX,Mexico,2022,HPV,Human Papillomavirus Last Dose,OFFICIAL,Official WHO/UNICEF estimate,14213849.0,11201175,78.8
Countries,MEX,Mexico,2023,MCV1,Measles 1st Dose,ADMINISTRATIVE,Administrative reports from health facilities,13867729.0,13324602,96.1%
Countries,MEX,Mexico,2023,MCV2,Measles 2nd Dose,ADMINISTRATIVE,Administrative reports from health facilities,13743190.0,11082243,80.64
Countries,MEX,Mexico,2023,DTP1,Diphtheria-Tetanus-Pertussis 1st Dose,ADMINISTRATIVE,Administrative reports from health facilities,13801745.0,13028290,94.4
Countries,MEX,Mexico,2023,DTP3,Diphtheria-Tetanus-Pertussis 3rd Dose,ADMINISTRATIVE,Administrative reports from health facilities,14072726.0,11722000,83.3
Countries,MEX,Mexico,2023,BCG,Bacillus Calmette-Guérin (Tuberculosis),ADMINISTRATIVE,Administrative reports from health facilities,14357276.0,13424111,93.5
Countries,MEX,Mexico,2023,HEPB3,Hepatitis B 3rd Dose,ADMINISTRATIVE,Administrative reports from health facilities,14386580.0,12040351,83.69
Countries,MEX,Mexico,2023,POL3,Polio 3rd Dose,ADMINISTRATIVE,Administrative reports from health facilities,13540982.0,11438867,84.48
Countries,MEX,Mexico,2023,ROTA,Rotavirus Last Dose,ADMINISTRATIVE,Administrative reports from health facilities,14419993.0,13058056,90.56
Countries,MEX,Mexico,2023,IPV1,Inactivated Polio 1st Dose,ADMINISTRATIVE,Administrative reports from health facilities,14333814.0,12872236,89.8
Countries,MEX,Mexico,2023,HPV,Human Papillomavirus Last Dose,ADMINISTRATIVE,Administrative reports from health facilities,14137243.0,12269359,86.79
Countries,MEX,Mexico,2024,MCV1,Measles 1st Dose,OFFICIAL,Official WHO/UNICEF estimate,14512478.0,14367353,99.0
Countries,MEX,Mexico,2024,MCV2,Measles 2nd Dose,OFFICIAL,Official WHO/UNICEF estimate,14524466.0,12001586,82.63
Countries,MEX,Mexico,2024,DTP1,Diphtheria-Tetanus-Pertussis 1st Dose,OFFICIAL,Official WHO/UNICEF estimate,14712247.0,13549666,92.1
Countries,MEX,Mexico,2024,DTP3,Diphtheria-Tetanus-Pertussis 3rd Dose,OFFICIAL,Official WHO/UNICEF estimate,14251762.0,11786279,82.7
Countries,MEX,Mexico,2024,BCG,Bacillus Calmette-Guérin (Tuberculosis),OFFICIAL,Official WHO/UNICEF estimate,14214349.0,13022521,91.62
Countries,MEX,Mexico,2024,HEPB3,Hepatitis B 3rd Dose,OFFICIAL,Official WHO/UNICEF estimate,14054608.0,12290816,87.45
Countries,MEX,Mexico,2024,POL3,Polio 3rd Dose,OFFICIAL,Official WHO/UNICEF estimate,14161174.0,12675586,89.51
Countries,MEX,Mexico,2024,ROTA,Rotavirus Last Dose,OFFICIAL,Official WHO/UNICEF estimate,14342716.0,12883904,89.83
Countries,MEX,Mexico,2024,IPV1,Inactivated Polio 1st Dose,OFFICIAL,Official WHO/UNICEF estimate,14371359.0,13112987,91.24
Countries,MEX,Mexico,2024,HPV,Human Papillomavirus Last Dose,OFFICIAL,Official WHO/UNICEF estimate,14077532.0,12137300,86.22
Countries,PAK,Pakistan,2010,MCV1,Measles 1st Dose,OFFICIAL,Official WHO/UNICEF estimate,18937083.0,13628250,71.97
Countries,PAK,Pakistan,2010,MCV2,Measles 2nd Dose,OFFICIAL,Official WHO/UNICEF estimate,18410795.0,10862818,59.0
Countries,PAK,Pakistan,2010,DTP1,Diphtheria-Tetanus-Pertussis 1st Dose,OFFICIAL,Official WHO/UNICEF estimate,17935473.0,12402603,69.15
Countries,PAK,Pakistan,2010,DTP3,Diphtheria-Tetanus-Pertussis 3rd Dose,OFFICIAL,Official WHO/UNICEF estimate,18151287.0,10722667,59.07
Countries,PAK,Pakistan,2010,BCG,Bacillus Calmette-Guérin (Tuberculosis),OFFICIAL,Official WHO/UNICEF estimate,17930534.0,13190905,73.57
Countries,PAK,Pakistan,2010,HEPB3,Hepatitis B 3rd Dose,OFFICIAL,Official WHO/UNICEF estimate,18487362.0,11738130,63.49
Countries,PAK,Pakistan,2010,POL3,Polio 3rd Dose,OFFICIAL,Official WHO/UNICEF estimate,16975845.0,10739900,63.27
Countries,PAK,Pakistan,2010,ROTA,Rotavirus Last Dose,OFFICIAL,Official WHO/UNICEF estimate,18304424.0,12355643,67.5
Countries,PAK,Pakistan,2010,IPV1,Inactivated Polio 1st Dose,OFFICIAL,Official WHO/UNICEF estimate,18817697.0,11904645,63.26
Countries,PAK,Pakistan,2010,HPV,Human Papillomavirus Last Dose,OFFICIAL,Official WHO/UNICEF estimate,18201072.0,9686667,53.22
Countries,PAK,Pakistan,2011,MCV1,Measles 1st Dose,ADMINISTRATIVE,Administrative reports from health facilities,17758763.0,12667006,71.33
Countries,PAK,Pakistan,2011,MCV2,Measles 2nd Dose,ADMINISTRATIVE,Administrative reports from health facilities,18794526.0,10674450,56.8
Countries,PAK,Pakistan,2011,DTP1,Diphtheria-Tetanus-Pertussis 1st Dose,ADMINISTRATIVE,Administrative reports from health facilities,18260251.0,12950932,70.92
Countries,PAK,Pakistan,2011,DTP3,Diphtheria-Tetanus-Pertussis 3rd Dose,ADMINISTRATIVE,Administrative reports from health facilities,17908435.0,11160928,62.32
Countries,PAK,Pakistan,2011,BCG,Bacillus Calmette-Guérin (Tuberculosis),ADMINISTRATIVE,Administrative reports from health facilities,17696426.0,13330275,75.33
Countries,PAK,Pakistan,2011,HEPB3,Hepatitis B 3rd Dose,ADMINISTRATIVE,Administrative reports from health facilities,17891340.0,12404932,69.33
Countries,PAK,Pakistan,2011,POL3,Polio 3rd Dose,ADMINISTRATIVE,Administrative reports from health facilities,17920455.0,11273704,62.91
Countries,PAK,Pakistan,2011,ROTA,Rotavirus Last Dose,ADMINISTRATIVE,Administrative reports from health facilities,18382427.0,12540167,68.2%
Countries,PAK,Pakistan,2011,IPV1,Inactivated Polio 1st Dose,ADMINISTRATIVE,Administrative reports from health facilities,18432051.0,12625047,68.5%
Countries,PAK,Pakistan,2011,HPV,Human Papillomavirus Last Dose,ADMINISTRATIVE,Administrative reports from health facilities,,10465487,56.3
Countries,PAK,Pakistan,2012,MCV1,Measles 1st Dose,OFFICIAL,Official WHO/UNICEF estimate,18602756.0,13655389,73.41
Countries,PAK,Pakistan,2012,MCV2,Measles 2nd Dose,OFFICIAL,Official WHO/UNICEF estimate,18546819.0,10557039,56.92
Countries,PAK,Pakistan,2012,DTP1,Diphtheria-Tetanus-Pertussis 1st Dose,OFFICIAL,Official WHO/UNICEF estimate,18418701.0,13184501,71.58
Countries,PAK,Pakistan,2012,DTP3,Diphtheria-Tetanus-Pertussis 3rd Dose,OFFICIAL,Official WHO/UNICEF estimate,19420804.0,11456448,58.99
Countries,PAK,Pakistan,2012,BCG,Bacillus Calmette-Guérin (Tuberculosis),OFFICIAL,Official WHO/UNICEF estimate,19179772.0,13442590,70.09
Countries,PAK,Pakistan,2012,HEPB3,Hepatitis B 3rd Dose,OFFICIAL,Official WHO/UNICEF estimate,18472401.0,12725344,68.89
Countries,PAK,Pakistan,2012,POL3,Polio 3rd Dose,OFFICIAL,Official WHO/UNICEF estimate,18016608.0,11288954,62.66
Countries,PAK,Pakistan,2012,ROTA,Rotavirus Last Dose,OFFICIAL,Official WHO/UNICEF estimate,18535547.0,12020538,64.85
Countries,PAK,Pakistan,2012,IPV1,Inactivated Polio 1st Dose,OFFICIAL,Official WHO/UNICEF estimate,18899568.0,13323525,70.5
Countries,PAK,Pakistan,2012,HPV,Human Papillomavirus Last Dose,OFFICIAL,Official WHO/UNICEF estimate,18376270.0,10586103,57.61
Countries,PAK,Pakistan,2013,MCV1,Measles 1st Dose,ADMINISTRATIVE,Administrative reports from health facilities,18738491.0,13570839,72.42
Countries,PAK,Pakistan,2013,MCV2,Measles 2nd Dose,ADMINISTRATIVE,Administrative reports from health facilities,18790325.0,10667381,56.77
Countries,PAK,Pakistan,2013,DTP1,Diphtheria-Tetanus-Pertussis 1st Dose,ADMINISTRATIVE,Administrative reports from health facilities,18767791.0,13809954,73.58
Countries,PAK,Pakistan,2013,DTP3,Diphtheria-Tetanus-Pertussis 3rd Dose,ADMINISTRATIVE,Administrative reports from health facilities,19227513.0,12403010,64.51
Countries,PAK,Pakistan,2013,BCG,Bacillus Calmette-Guérin (Tuberculosis),ADMINISTRATIVE,Administrative reports from health facilities,18858226.0,14130918,74.93
Countries,PAK,Pakistan,2013,HEPB3,Hepatitis B 3rd Dose,ADMINISTRATIVE,Administrative reports from health facilities,17747844.0,13355913,75.25
Countries,PAK,Pakistan,2013,POL3,Polio 3rd Dose,ADMINISTRATIVE,Administrative reports from health facilities,19673354.0,13934817,70.8%
Countries,PAK,Pakistan,2013,ROTA,Rotavirus Last Dose,ADMINISTRATIVE,Administrative reports from health facilities,18855505.0,12489453,66.24
Countries,PAK,Pakistan,2013,IPV1,Inactivated Polio 1st Dose,ADMINISTRATIVE,Administrative reports from health facilities,18831831.0,12655734,67.2
Countries,PAK,Pakistan,2013,HPV,Human Papillomavirus Last Dose,ADMINISTRATIVE,Administrative reports from health facilities,19322778.0,12185310,63.06
Countries,PAK,Pakistan,2014,MCV1,Measles 1st Dose,OFFICIAL,Official WHO/UNICEF estimate,19236051.0,14109494,73.35
Countries,PAK,Pakistan,2014,MCV2,Measles 2nd Dose,OFFICIAL,Official WHO/UNICEF estimate,18811275.0,11985212,63.71
Countries,PAK,Pakistan,2014,DTP1,Diphtheria-Tetanus-Pertussis 1st Dose,OFFICIAL,Official WHO/UNICEF estimate,19087680.0,14398775,75.43
Countries,PAK,Pakistan,2014,DTP3,Diphtheria-Tetanus-Pertussis 3rd Dose,OFFICIAL,Official WHO/UNICEF estimate,,10421876,54.5
Countries,PAK,Pakistan,2014,BCG,Bacillus Calmette-Guérin (Tuberculosis),OFFICIAL,Official WHO/UNICEF estimate,19201735.0,12964685,67.52
Countries,PAK,Pakistan,2014,HEPB3,Hepatitis B 3rd Dose,OFFICIAL,Official WHO/UNICEF estimate,19306392.0,13388889,69.35
Countries,PAK,Pakistan,2014,POL3,Polio 3rd Dose,OFFICIAL,Official WHO/UNICEF estimate,19321317.0,11293518,58.5%
Countries,PAK,Pakistan,2014,ROTA,Rotavirus Last Dose,OFFICIAL,Official WHO/UNICEF estimate,19550959.0,14007117,71.64
Countries,PAK,Pakistan,2014,IPV1,Inactivated Polio 1st Dose,OFFICIAL,Official WHO/UNICEF estimate,19164031.0,12028018,62.76
Countries,PAK,Pakistan,2014,HPV,Human Papillomavirus Last Dose,OFFICIAL,Official WHO/UNICEF estimate,19144323.0,10232566,53.45
Countries,PAK,Pakistan,2015,MCV1,Measles 1st Dose,ADMINISTRATIVE,Administrative reports from health facilities,18822837.0,14892198,79.12
Countries,PAK,Pakistan,2015,MCV2,Measles 2nd Dose,ADMINISTRATIVE,Administrative reports from health facilities,19113990.0,11485607,60.09
Countries,PAK,Pakistan,2015,DTP1,Diphtheria-Tetanus-Pertussis 1st Dose,ADMINISTRATIVE,Administrative reports from health facilities,19298311.0,13452610,69.71
Countries,PAK,Pakistan,2015,DTP3,Diphtheria-Tetanus-Pertussis 3rd Dose,ADMINISTRATIVE,Administrative reports from health facilities,19025264.0,10357059,54.44
Countries,PAK,Pakistan,2015,BCG,Bacillus Calmette-Guérin (Tuberculosis),ADMINISTRATIVE,Administrative reports from health facilities,19176242.0,15569704,81.19
Countries,PAK,Pakistan,2015,HEPB3,Hepatitis B 3rd Dose,ADMINISTRATIVE,Administrative reports from health facilities,18729937.0,12083938,64.52
Countries,PAK,Pakistan,2015,POL3,Polio 3rd Dose,ADMINISTRATIVE,Administrative reports from health facilities,19329128.0,12212645,63.18
Countries,PAK,Pakistan,2015,ROTA,Rotavirus Last Dose,ADMINISTRATIVE,Administrative reports from health facilities,19423546.0,12547014,64.6
Countries,PAK,Pakistan,2015,IPV1,Inactivated Polio 1st Dose,ADMINISTRATIVE,Administrative reports from health facilities,18400769.0,12809393,69.61
Countries,PAK,Pakistan,2015,HPV,Human Papillomavirus Last Dose,ADMINISTRATIVE,Administrative reports from health facilities,18769895.0,10221210,54.46
Countries,PAK,Pakistan,2016,MCV1,Measles 1st Dose,OFFICIAL,Official WHO/UNICEF estimate,19739483.0,14844279,75.2
Countries,PAK,Pakistan,2016,MCV2,Measles 2nd Dose,OFFICIAL,Official WHO/UNICEF estimate,19538869.0,12399199,63.46
Countries,PAK,Pakistan,2016,DTP1,Diphtheria-Tetanus-Pertussis 1st Dose,OFFICIAL,Official WHO/UNICEF estimate,18684307.0,13967741,74.8%
Countries,PAK,Pakistan,2016,DTP3,Diphtheria-Tetanus-Pertussis 3rd Dose,OFFICIAL,Official WHO/UNICEF estimate,19318808.0,12331244,63.83
Countries,PAK,Pakistan,2016,BCG,Bacillus Calmette-Guérin (Tuberculosis),OFFICIAL,Official WHO/UNICEF estimate,19306580.0,14254488,73.83
Countries,PAK,Pakistan,2016,HEPB3,Hepatitis B 3rd Dose,OFFICIAL,Official WHO/UNICEF estimate,19032989.0,12808560,67.3
Countries,PAK,Pakistan,2016,POL3,Polio 3rd Dose,OFFICIAL,Official WHO/UNICEF estimate,19477454.0,13875439,71.24
Countries,PAK,Pakistan,2016,ROTA,Rotavirus Last Dose,OFFICIAL,Official WHO/UNICEF estimate,19198643.0,12290642,64.02
Countries,PAK,Pakistan,2016,IPV1,Inactivated Polio 1st Dose,OFFICIAL,Official WHO/UNICEF estimate,19842918.0,13524358,68.16
Countries,PAK,Pakistan,2016,HPV,Human Papillomavirus Last Dose,OFFICIAL,Official WHO/UNICEF estimate,19540861.0,12642553,64.7
Countries,PAK,Pakistan,2017,MCV1,Measles 1st Dose,ADMINISTRATIVE,Administrative reports from health facilities,19066718.0,14202048,74.49
Countries,PAK,Pakistan,2017,MCV2,Measles 2nd Dose,ADMINISTRATIVE,Administrative reports from health facilities,19890210.0,11909986,59.88
Countries,PAK,Pakistan,2017,DTP1,Diphtheria-Tetanus-Pertussis 1st Dose,ADMINISTRATIVE,Administrative reports from health facilities,20191215.0,14626541,72.44
Countries,PAK,Pakistan,2017,DTP3,Diphtheria-Tetanus-Pertussis 3rd Dose,ADMINISTRATIVE,Administrative reports from health facilities,20157763.0,12706273,63.03
